customer_id,customer_name,email,phone,age,gender,acquisition_date,last_purchase_date,purchase_count,total_spent,product_category,acquisition_channel,city,customer_rating,customer_age_days,days_since_last_purchase,avg_order_value,recency_score,frequency_score,monetary_score,rfm_score,customer_segment,churned
CUST05473,Customer 5473,customer5473@email.com,9817712557,24,Female,2024-03-30,2025-12-06,2,2396.86,Books,Referral,Bangalore,2.4,709,93,1198.43,2,1,1,211,Lost,1
CUST05474,Customer 5474,customer5474@email.com,9833524492,57,Male,2025-01-04,2025-12-01,17,4050.61,Books,Paid Ads,Delhi,3.1,429,98,238.27117647058824,2,2,2,222,Lost,1
CUST05475,Customer 5475,customer5475@email.com,9895938445,30,Female,2024-05-14,2025-12-14,4,2327.49,Electronics,Social Media,Chennai,1.2,664,85,581.8725,3,1,1,311,Potential Loyalists,0
CUST05476,Customer 5476,customer5476@email.com,9876353000,55,Male,2024-10-28,2025-10-14,13,3590.73,Sports,Email,Chennai,1.4,497,146,276.21,1,2,2,122,Lost,1
CUST05477,Customer 5477,customer5477@email.com,9868917831,35,Female,2025-12-30,2026-03-01,18,7312.57,Fashion,Organic,Pune,3.2,69,8,406.25388888888887,4,2,3,423,Potential Loyalists,0
CUST05478,Customer 5478,customer5478@email.com,9811437525,19,Female,2024-03-20,2026-02-05,3,6148.99,Books,Social Media,Pune,4.4,719,32,2049.6633333333334,4,1,3,413,Potential Loyalists,0
CUST05479,Customer 5479,customer5479@email.com,9837072687,25,Male,2025-08-20,2025-12-27,37,903.7,Electronics,Email,Chennai,1.4,201,72,24.424324324324324,3,3,1,331,Champions,0
CUST05480,Customer 5480,customer5480@email.com,9898165507,28,Female,2024-08-02,2026-01-22,33,6413.68,Sports,Organic,Kolkata,2.7,584,46,194.3539393939394,3,3,3,333,Champions,0
CUST05481,Customer 5481,customer5481@email.com,9879545356,50,Female,2025-02-22,2025-12-03,41,4823.06,Home,Paid Ads,Pune,4.9,380,96,117.63560975609757,2,4,2,242,At Risk,1
CUST05482,Customer 5482,customer5482@email.com,9848387144,55,Female,2025-05-09,2026-01-03,24,9352.2,Books,Organic,Mumbai,4.0,304,65,389.675,3,2,4,324,Potential Loyalists,0
CUST05483,Customer 5483,customer5483@email.com,9836138432,65,Female,2025-08-05,2025-10-25,8,2964.11,Sports,Referral,Delhi,1.8,216,135,370.51375,2,1,2,212,Lost,1
CUST05484,Customer 5484,customer5484@email.com,9814510970,44,Female,2025-01-01,2025-11-11,35,7289.05,Home,Referral,Mumbai,2.1,432,118,208.25857142857143,2,3,3,233,At Risk,1
CUST05485,Customer 5485,customer5485@email.com,9890465529,37,Female,2024-06-10,2025-11-28,2,7335.52,Home,Paid Ads,Chennai,4.8,637,101,3667.76,2,1,3,213,Lost,1
CUST05486,Customer 5486,customer5486@email.com,9878524572,29,Female,2025-07-22,2026-02-01,33,2292.86,Electronics,Paid Ads,Mumbai,1.9,230,36,69.48060606060606,4,3,1,431,Champions,0
CUST05487,Customer 5487,customer5487@email.com,9879231333,60,Male,2025-02-11,2025-10-03,12,9041.91,Fashion,Social Media,Kolkata,2.8,391,157,753.4925,1,1,4,114,Lost,1
CUST05488,Customer 5488,customer5488@email.com,9841094351,48,Female,2025-04-12,2026-01-20,22,4962.71,Books,Social Media,Bangalore,2.4,331,48,225.5777272727273,3,2,2,322,Potential Loyalists,0
CUST05489,Customer 5489,customer5489@email.com,9892569402,44,Female,2024-04-25,2026-01-04,13,6820.95,Sports,Referral,Mumbai,3.0,683,64,524.6884615384615,3,2,3,323,Potential Loyalists,0
CUST05490,Customer 5490,customer5490@email.com,9832747608,49,Male,2024-04-29,2026-02-02,10,1543.97,Home,Email,Pune,1.9,679,35,154.397,4,1,1,411,Potential Loyalists,0
CUST05491,Customer 5491,customer5491@email.com,9814840043,27,Female,2024-03-10,2025-10-23,17,2652.26,Fashion,Social Media,Mumbai,3.7,729,137,156.01529411764707,1,2,2,122,Lost,1
CUST05492,Customer 5492,customer5492@email.com,9858283485,20,Female,2024-06-28,2025-12-30,43,5902.46,Home,Email,Mumbai,1.9,619,69,137.26651162790697,3,4,3,343,Champions,0
CUST05493,Customer 5493,customer5493@email.com,9842112480,62,Male,2025-01-03,2026-01-11,5,3258.37,Books,Referral,Pune,3.4,430,57,651.674,3,1,2,312,Potential Loyalists,0
CUST05494,Customer 5494,customer5494@email.com,9897915178,44,Female,2025-07-23,2025-10-20,9,5046.96,Books,Social Media,Chennai,2.4,229,140,560.7733333333333,1,1,2,112,Lost,1
CUST05495,Customer 5495,customer5495@email.com,9810038556,52,Female,2024-07-01,2026-02-10,13,3802.65,Electronics,Email,Mumbai,2.0,616,27,292.51153846153846,4,2,2,422,Potential Loyalists,0
CUST05496,Customer 5496,customer5496@email.com,9831131878,48,Male,2025-02-24,2025-11-25,23,6441.48,Books,Email,Delhi,3.8,378,104,280.06434782608693,2,2,3,223,Lost,1
CUST05497,Customer 5497,customer5497@email.com,9821655844,32,Male,2025-08-23,2026-01-01,30,4922.74,Books,Social Media,Kolkata,4.9,198,67,164.09133333333332,3,3,2,332,Champions,0
CUST05498,Customer 5498,customer5498@email.com,9847035619,33,Female,2025-11-18,2025-09-14,43,145.64,Books,Paid Ads,Delhi,4.5,111,176,3.3869767441860463,1,4,1,141,At Risk,1
CUST05499,Customer 5499,customer5499@email.com,9863611082,30,Female,2024-03-13,2025-12-15,4,6531.84,Fashion,Organic,Delhi,1.3,726,84,1632.96,3,1,3,313,Potential Loyalists,0
CUST05500,Customer 5500,customer5500@email.com,9857395992,66,Male,2025-07-31,2025-10-23,21,4279.0,Sports,Paid Ads,Chennai,2.8,221,137,203.76190476190476,1,2,2,122,Lost,1
CUST05501,Customer 5501,customer5501@email.com,9899880518,52,Female,2025-02-27,2025-11-05,43,3482.81,Sports,Organic,Mumbai,3.8,375,124,80.99558139534884,2,4,2,242,At Risk,1
CUST05502,Customer 5502,customer5502@email.com,9863035211,69,Male,2025-08-09,2025-12-11,9,1032.05,Books,Email,Kolkata,3.3,212,88,114.67222222222222,3,1,1,311,Potential Loyalists,0
CUST05503,Customer 5503,customer5503@email.com,9864418707,28,Male,2025-01-05,2026-01-25,7,2281.66,Sports,Social Media,Kolkata,3.9,428,43,325.95142857142855,4,1,1,411,Potential Loyalists,0
CUST05504,Customer 5504,customer5504@email.com,9888662348,38,Male,2024-06-28,2026-01-24,16,2315.35,Books,Referral,Kolkata,4.9,619,44,144.709375,4,2,1,421,Potential Loyalists,0
CUST05505,Customer 5505,customer5505@email.com,9836885204,68,Female,2024-12-21,2025-10-09,23,9360.16,Sports,Social Media,Mumbai,2.4,443,151,406.9634782608696,1,2,4,124,Lost,1
CUST05506,Customer 5506,customer5506@email.com,9879490249,28,Male,2025-06-26,2025-09-12,23,4381.88,Sports,Paid Ads,Kolkata,4.1,256,178,190.51652173913044,1,2,2,122,Lost,1
CUST05507,Customer 5507,customer5507@email.com,9812062459,47,Male,2025-06-25,2025-12-11,31,516.45,Home,Organic,Kolkata,1.4,257,88,16.65967741935484,3,3,1,331,Champions,0
CUST05508,Customer 5508,customer5508@email.com,9819209640,65,Male,2024-08-14,2025-10-04,5,1474.29,Fashion,Social Media,Bangalore,4.5,572,156,294.858,1,1,1,111,Lost,1
CUST05509,Customer 5509,customer5509@email.com,9822101856,52,Female,2025-01-25,2026-02-10,6,882.42,Home,Organic,Bangalore,4.1,408,27,147.07,4,1,1,411,Potential Loyalists,0
CUST05510,Customer 5510,customer5510@email.com,9883765077,39,Female,2025-06-24,2025-10-30,1,5929.81,Home,Paid Ads,Kolkata,3.1,258,130,5929.81,2,1,3,213,Lost,1
CUST05511,Customer 5511,customer5511@email.com,9848184109,55,Female,2025-10-22,2025-10-16,48,1947.55,Sports,Paid Ads,Pune,4.3,138,144,40.57395833333333,1,4,1,141,At Risk,1
CUST05512,Customer 5512,customer5512@email.com,9885042992,48,Male,2025-01-03,2025-12-04,28,5035.72,Electronics,Social Media,Delhi,3.7,430,95,179.84714285714287,2,3,2,232,At Risk,1
CUST05513,Customer 5513,customer5513@email.com,9888239864,31,Female,2025-01-29,2026-03-02,18,3763.61,Electronics,Referral,Pune,3.2,404,7,209.08944444444444,4,2,2,422,Potential Loyalists,0
CUST05514,Customer 5514,customer5514@email.com,9856720553,41,Female,2024-04-17,2025-11-03,24,8058.38,Fashion,Referral,Mumbai,4.8,691,126,335.7658333333333,2,2,4,224,Lost,1
CUST05515,Customer 5515,customer5515@email.com,9856637316,67,Male,2024-08-25,2025-12-31,13,3272.85,Books,Organic,Delhi,1.5,561,68,251.7576923076923,3,2,2,322,Potential Loyalists,0
CUST05516,Customer 5516,customer5516@email.com,9847112255,66,Male,2025-01-08,2025-10-16,33,4636.83,Sports,Social Media,Delhi,5.0,425,144,140.51,1,3,2,132,At Risk,1
CUST05517,Customer 5517,customer5517@email.com,9840372869,49,Female,2025-03-12,2026-03-04,10,7240.73,Fashion,Email,Mumbai,1.6,362,5,724.073,4,1,3,413,Potential Loyalists,0
CUST05518,Customer 5518,customer5518@email.com,9891384718,53,Female,2024-05-24,2025-12-16,7,4390.18,Home,Paid Ads,Mumbai,2.9,654,83,627.1685714285715,3,1,2,312,Potential Loyalists,0
CUST05519,Customer 5519,customer5519@email.com,9836108729,49,Male,2024-09-26,2025-09-15,37,7952.83,Sports,Organic,Chennai,1.9,529,175,214.94135135135136,1,3,4,134,At Risk,1
CUST05520,Customer 5520,customer5520@email.com,9871036720,32,Female,2025-04-19,2026-01-01,32,6650.68,Home,Paid Ads,Chennai,2.1,324,67,207.83375,3,3,3,333,Champions,0
CUST05521,Customer 5521,customer5521@email.com,9864218119,60,Male,2025-06-23,2026-03-07,45,4164.24,Fashion,Organic,Chennai,3.5,259,2,92.53866666666666,4,4,2,442,Champions,0
CUST05522,Customer 5522,customer5522@email.com,9887162674,52,Male,2025-07-24,2025-12-20,22,5089.42,Electronics,Social Media,Kolkata,1.1,228,79,231.33727272727273,3,2,2,322,Potential Loyalists,0
CUST05523,Customer 5523,customer5523@email.com,9810624307,20,Female,2024-05-05,2025-09-30,16,9675.31,Fashion,Organic,Pune,4.8,673,160,604.706875,1,2,4,124,Lost,1
CUST05524,Customer 5524,customer5524@email.com,9845045256,33,Female,2025-10-08,2025-09-17,24,6649.95,Sports,Organic,Kolkata,2.1,152,173,277.08125,1,2,3,123,Lost,1
CUST05525,Customer 5525,customer5525@email.com,9833492771,22,Female,2024-09-01,2025-10-12,14,9059.45,Sports,Email,Kolkata,2.1,554,148,647.1035714285715,1,2,4,124,Lost,1
CUST05526,Customer 5526,customer5526@email.com,9864644684,38,Female,2025-11-23,2026-02-08,11,1869.71,Books,Organic,Pune,4.5,106,29,169.97363636363636,4,1,1,411,Potential Loyalists,0
CUST05527,Customer 5527,customer5527@email.com,9877946127,27,Male,2024-10-03,2025-10-06,19,4884.04,Electronics,Referral,Chennai,4.1,522,154,257.0547368421053,1,2,2,122,Lost,1
CUST05528,Customer 5528,customer5528@email.com,9824289484,36,Female,2024-09-30,2026-01-25,23,9095.75,Sports,Organic,Pune,3.7,525,43,395.4673913043478,4,2,4,424,Potential Loyalists,0
CUST05529,Customer 5529,customer5529@email.com,9884978145,42,Female,2025-12-21,2026-01-17,34,3293.86,Electronics,Organic,Mumbai,1.6,78,51,96.87823529411764,3,3,2,332,Champions,0
CUST05530,Customer 5530,customer5530@email.com,9819715480,21,Female,2024-08-22,2025-12-13,40,9679.88,Sports,Social Media,Kolkata,4.1,564,86,241.99699999999999,3,4,4,344,Champions,0
CUST05531,Customer 5531,customer5531@email.com,9877534222,46,Male,2024-06-22,2026-01-07,13,1061.07,Electronics,Organic,Mumbai,2.4,625,61,81.62076923076923,3,2,1,321,Potential Loyalists,0
CUST05532,Customer 5532,customer5532@email.com,9849493811,36,Female,2025-05-08,2026-02-27,39,9036.44,Fashion,Email,Pune,5.0,305,10,231.70358974358976,4,4,4,444,Champions,0
CUST05533,Customer 5533,customer5533@email.com,9855629449,60,Female,2025-11-11,2025-12-05,44,4507.6,Electronics,Social Media,Chennai,3.7,118,94,102.44545454545455,2,4,2,242,At Risk,1
CUST05534,Customer 5534,customer5534@email.com,9825704681,19,Male,2025-07-07,2025-11-28,28,830.07,Home,Paid Ads,Mumbai,4.3,245,101,29.645357142857144,2,3,1,231,At Risk,1
CUST05535,Customer 5535,customer5535@email.com,9878892172,27,Male,2025-03-30,2026-02-14,40,8807.26,Fashion,Referral,Kolkata,3.9,344,23,220.1815,4,4,4,444,Champions,0
CUST05536,Customer 5536,customer5536@email.com,9844587020,60,Male,2025-03-11,2025-12-23,16,2594.21,Sports,Referral,Mumbai,3.4,363,76,162.138125,3,2,1,321,Potential Loyalists,0
CUST05537,Customer 5537,customer5537@email.com,9882196170,42,Male,2024-10-31,2026-02-09,28,320.28,Sports,Paid Ads,Chennai,3.9,494,28,11.438571428571427,4,3,1,431,Champions,0
CUST05538,Customer 5538,customer5538@email.com,9887160950,37,Male,2025-03-10,2025-12-15,4,1444.49,Books,Organic,Kolkata,3.4,364,84,361.1225,3,1,1,311,Potential Loyalists,0
CUST05539,Customer 5539,customer5539@email.com,9843573422,65,Female,2025-07-15,2026-02-09,28,6625.24,Home,Email,Kolkata,1.2,237,28,236.6157142857143,4,3,3,433,Champions,0
CUST05540,Customer 5540,customer5540@email.com,9869427400,36,Male,2025-07-01,2026-01-23,12,9780.33,Books,Email,Chennai,2.4,251,45,815.0275,3,1,4,314,Potential Loyalists,0
CUST05541,Customer 5541,customer5541@email.com,9860610858,40,Male,2025-01-29,2025-10-01,16,1203.48,Fashion,Email,Delhi,2.3,404,159,75.2175,1,2,1,121,Lost,1
CUST05542,Customer 5542,customer5542@email.com,9885587210,41,Male,2025-07-03,2025-11-21,49,4673.29,Books,Email,Bangalore,3.9,249,108,95.37326530612245,2,4,2,242,At Risk,1
CUST05543,Customer 5543,customer5543@email.com,9874911705,28,Male,2024-10-08,2025-10-25,36,1888.3,Fashion,Organic,Chennai,3.3,517,135,52.452777777777776,2,3,1,231,At Risk,1
CUST05544,Customer 5544,customer5544@email.com,9842651583,63,Male,2025-10-31,2026-01-07,20,7475.86,Books,Paid Ads,Pune,3.4,129,61,373.793,3,2,3,323,Potential Loyalists,0
CUST05545,Customer 5545,customer5545@email.com,9855588495,51,Male,2024-11-28,2025-11-14,26,1268.78,Electronics,Paid Ads,Mumbai,4.4,466,115,48.79923076923077,2,3,1,231,At Risk,1
CUST05546,Customer 5546,customer5546@email.com,9871585593,45,Male,2025-03-20,2026-02-25,26,2474.43,Fashion,Referral,Delhi,3.1,354,12,95.1703846153846,4,3,1,431,Champions,0
CUST05547,Customer 5547,customer5547@email.com,9871836850,22,Male,2026-01-22,2025-10-01,22,2044.42,Fashion,Paid Ads,Chennai,1.9,46,159,92.92818181818183,1,2,1,121,Lost,1
CUST05548,Customer 5548,customer5548@email.com,9888762521,22,Female,2025-05-11,2026-01-29,9,5569.95,Electronics,Email,Bangalore,1.0,302,39,618.8833333333333,4,1,3,413,Potential Loyalists,0
CUST05549,Customer 5549,customer5549@email.com,9813670948,68,Female,2024-04-20,2026-02-09,5,8744.52,Electronics,Organic,Kolkata,1.6,688,28,1748.904,4,1,4,414,Potential Loyalists,0
CUST05550,Customer 5550,customer5550@email.com,9874688940,38,Female,2025-04-23,2026-02-14,17,5159.79,Home,Social Media,Pune,1.1,320,23,303.5170588235294,4,2,3,423,Potential Loyalists,0
CUST05551,Customer 5551,customer5551@email.com,9825605267,29,Male,2026-01-02,2025-12-08,49,676.61,Electronics,Social Media,Bangalore,1.9,66,91,13.808367346938775,2,4,1,241,At Risk,1
CUST05552,Customer 5552,customer5552@email.com,9844603983,67,Male,2025-08-10,2025-11-12,34,5677.55,Books,Email,Bangalore,3.5,211,117,166.98676470588236,2,3,3,233,At Risk,1
CUST05553,Customer 5553,customer5553@email.com,9819066979,21,Male,2025-01-11,2025-10-02,2,7995.46,Electronics,Referral,Pune,1.6,422,158,3997.73,1,1,4,114,Lost,1
CUST05554,Customer 5554,customer5554@email.com,9861361533,66,Female,2024-08-15,2026-02-05,7,1408.35,Electronics,Social Media,Chennai,1.3,571,32,201.19285714285712,4,1,1,411,Potential Loyalists,0
CUST05555,Customer 5555,customer5555@email.com,9895048646,59,Male,2024-06-12,2025-10-25,36,819.84,Fashion,Email,Kolkata,4.9,635,135,22.773333333333333,2,3,1,231,At Risk,1
CUST05556,Customer 5556,customer5556@email.com,9839579214,37,Male,2024-10-11,2025-10-16,13,1959.3,Fashion,Organic,Kolkata,5.0,514,144,150.7153846153846,1,2,1,121,Lost,1
CUST05557,Customer 5557,customer5557@email.com,9840860700,55,Male,2025-12-08,2025-10-05,20,7486.25,Electronics,Social Media,Bangalore,3.5,91,155,374.3125,1,2,3,123,Lost,1
CUST05558,Customer 5558,customer5558@email.com,9852376656,42,Female,2025-09-26,2025-11-06,30,5957.64,Home,Email,Chennai,1.4,164,123,198.58800000000002,2,3,3,233,At Risk,1
CUST05559,Customer 5559,customer5559@email.com,9865354876,31,Female,2026-02-01,2025-12-29,30,5451.89,Fashion,Social Media,Kolkata,4.3,36,70,181.72966666666667,3,3,3,333,Champions,0
CUST05560,Customer 5560,customer5560@email.com,9857391778,28,Male,2025-02-03,2026-02-03,11,2569.85,Books,Organic,Kolkata,3.2,399,34,233.62272727272727,4,1,1,411,Potential Loyalists,0
CUST05561,Customer 5561,customer5561@email.com,9879324022,49,Female,2025-06-12,2025-10-28,31,3389.14,Books,Paid Ads,Mumbai,1.7,270,132,109.32709677419355,2,3,2,232,At Risk,1
CUST05562,Customer 5562,customer5562@email.com,9881893982,28,Male,2024-08-17,2025-10-17,3,9662.26,Electronics,Paid Ads,Bangalore,3.3,569,143,3220.7533333333336,1,1,4,114,Lost,1
CUST05563,Customer 5563,customer5563@email.com,9811305024,35,Male,2025-02-16,2025-11-26,2,2482.19,Electronics,Organic,Delhi,1.2,386,103,1241.095,2,1,1,211,Lost,1
CUST05564,Customer 5564,customer5564@email.com,9845346197,44,Female,2025-08-25,2026-02-01,48,9026.29,Home,Organic,Bangalore,4.9,196,36,188.04770833333336,4,4,4,444,Champions,0
CUST05565,Customer 5565,customer5565@email.com,9843320572,35,Female,2025-03-06,2025-10-17,3,5847.26,Electronics,Paid Ads,Chennai,4.3,368,143,1949.0866666666668,1,1,3,113,Lost,1
CUST05566,Customer 5566,customer5566@email.com,9848559355,40,Female,2024-11-26,2025-11-22,15,1320.64,Sports,Organic,Pune,2.0,468,107,88.04266666666668,2,2,1,221,Lost,1
CUST05567,Customer 5567,customer5567@email.com,9822483514,28,Female,2025-12-10,2025-12-15,17,4726.39,Sports,Organic,Pune,2.7,89,84,278.0229411764706,3,2,2,322,Potential Loyalists,0
CUST05568,Customer 5568,customer5568@email.com,9863543563,38,Male,2024-06-20,2025-10-30,48,9490.63,Electronics,Organic,Kolkata,2.6,627,130,197.72145833333332,2,4,4,244,At Risk,1
CUST05569,Customer 5569,customer5569@email.com,9855901507,61,Male,2024-12-09,2025-11-13,7,4243.8,Sports,Paid Ads,Kolkata,4.4,455,116,606.2571428571429,2,1,2,212,Lost,1
CUST05570,Customer 5570,customer5570@email.com,9820204415,22,Female,2024-08-05,2025-11-15,48,8647.53,Books,Paid Ads,Mumbai,2.4,581,114,180.156875,2,4,4,244,At Risk,1
CUST05571,Customer 5571,customer5571@email.com,9884430642,40,Female,2025-04-27,2025-12-22,5,2638.64,Electronics,Social Media,Kolkata,1.2,316,77,527.728,3,1,1,311,Potential Loyalists,0
CUST05572,Customer 5572,customer5572@email.com,9833955951,58,Male,2025-08-20,2026-02-01,34,5752.13,Books,Paid Ads,Kolkata,1.9,201,36,169.18029411764707,4,3,3,433,Champions,0
CUST05573,Customer 5573,customer5573@email.com,9873962190,42,Male,2024-09-21,2025-12-12,33,8454.14,Books,Social Media,Pune,1.9,534,87,256.1860606060606,3,3,4,334,Champions,0
CUST05574,Customer 5574,customer5574@email.com,9852127291,58,Male,2024-09-03,2025-12-12,45,9214.82,Sports,Paid Ads,Delhi,4.8,552,87,204.77377777777778,3,4,4,344,Champions,0
CUST05575,Customer 5575,customer5575@email.com,9857451057,27,Male,2024-03-24,2025-12-27,16,4909.65,Home,Referral,Bangalore,4.7,715,72,306.853125,3,2,2,322,Potential Loyalists,0
CUST05576,Customer 5576,customer5576@email.com,9839335449,39,Female,2024-08-02,2025-09-28,37,6432.91,Books,Social Media,Kolkata,2.2,584,162,173.86243243243243,1,3,3,133,At Risk,1
CUST05577,Customer 5577,customer5577@email.com,9887002404,36,Female,2025-02-25,2025-10-09,3,129.5,Sports,Organic,Chennai,1.0,377,151,43.166666666666664,1,1,1,111,Lost,1
CUST05578,Customer 5578,customer5578@email.com,9846114740,18,Female,2024-12-02,2025-12-05,47,2606.91,Home,Referral,Delhi,3.1,462,94,55.46617021276595,2,4,1,241,At Risk,1
CUST05579,Customer 5579,customer5579@email.com,9834532913,24,Male,2025-03-20,2025-10-02,48,2859.25,Sports,Paid Ads,Delhi,4.2,354,158,59.567708333333336,1,4,2,142,At Risk,1
CUST05580,Customer 5580,customer5580@email.com,9835523849,21,Male,2025-04-19,2026-01-22,43,1025.58,Sports,Paid Ads,Mumbai,2.1,324,46,23.8506976744186,3,4,1,341,Champions,0
CUST05581,Customer 5581,customer5581@email.com,9876974557,18,Female,2024-09-11,2026-02-04,21,2868.98,Electronics,Referral,Chennai,2.8,544,33,136.61809523809524,4,2,2,422,Potential Loyalists,0
CUST05582,Customer 5582,customer5582@email.com,9836798789,32,Female,2025-04-02,2025-10-02,41,3279.11,Fashion,Email,Delhi,1.7,341,158,79.97829268292683,1,4,2,142,At Risk,1
CUST05583,Customer 5583,customer5583@email.com,9841522559,57,Female,2025-10-09,2026-02-15,8,9690.78,Home,Organic,Bangalore,2.3,151,22,1211.3475,4,1,4,414,Potential Loyalists,0
CUST05584,Customer 5584,customer5584@email.com,9842488275,29,Male,2024-11-26,2025-12-13,22,6719.16,Sports,Social Media,Chennai,4.0,468,86,305.41636363636366,3,2,3,323,Potential Loyalists,0
CUST05585,Customer 5585,customer5585@email.com,9845622106,39,Female,2026-01-12,2026-02-02,5,4317.45,Books,Referral,Bangalore,2.7,56,35,863.49,4,1,2,412,Potential Loyalists,0
CUST05586,Customer 5586,customer5586@email.com,9837753358,39,Male,2026-02-01,2026-02-26,17,9881.74,Books,Social Media,Mumbai,2.8,36,11,581.2788235294117,4,2,4,424,Potential Loyalists,0
CUST05587,Customer 5587,customer5587@email.com,9840763714,67,Female,2025-12-26,2026-01-28,37,1617.0,Fashion,Paid Ads,Mumbai,4.2,73,40,43.7027027027027,4,3,1,431,Champions,0
CUST05588,Customer 5588,customer5588@email.com,9837214866,64,Female,2025-03-30,2025-12-03,14,4812.91,Home,Email,Kolkata,4.1,344,96,343.7792857142857,2,2,2,222,Lost,1
CUST05589,Customer 5589,customer5589@email.com,9843513553,34,Female,2024-04-24,2026-01-09,39,6505.92,Electronics,Email,Bangalore,1.7,684,59,166.81846153846155,3,4,3,343,Champions,0
CUST05590,Customer 5590,customer5590@email.com,9893026670,46,Male,2024-06-17,2025-09-24,41,650.25,Home,Social Media,Pune,2.7,630,166,15.859756097560975,1,4,1,141,At Risk,1
CUST05591,Customer 5591,customer5591@email.com,9857785185,63,Male,2025-06-15,2026-02-18,28,7198.29,Books,Paid Ads,Bangalore,4.4,267,19,257.08178571428573,4,3,3,433,Champions,0
CUST05592,Customer 5592,customer5592@email.com,9830937370,31,Male,2025-06-10,2026-02-03,31,1088.69,Books,Email,Mumbai,2.8,272,34,35.119032258064514,4,3,1,431,Champions,0
CUST05593,Customer 5593,customer5593@email.com,9824319594,67,Male,2024-04-20,2026-02-07,17,1488.79,Electronics,Organic,Pune,3.6,688,30,87.57588235294118,4,2,1,421,Potential Loyalists,0
CUST05594,Customer 5594,customer5594@email.com,9826089818,37,Male,2025-03-11,2025-12-17,35,1680.93,Electronics,Paid Ads,Bangalore,2.2,363,82,48.02657142857143,3,3,1,331,Champions,0
CUST05595,Customer 5595,customer5595@email.com,9820534423,67,Male,2025-11-29,2026-01-14,40,9296.01,Books,Referral,Chennai,1.2,100,54,232.40025,3,4,4,344,Champions,0
CUST05596,Customer 5596,customer5596@email.com,9899043272,65,Female,2026-02-02,2025-12-16,22,6864.03,Sports,Referral,Kolkata,1.7,35,83,312.00136363636364,3,2,3,323,Potential Loyalists,0
CUST05597,Customer 5597,customer5597@email.com,9876124358,50,Male,2025-02-24,2025-11-05,45,6588.73,Sports,Referral,Kolkata,2.6,378,124,146.41622222222222,2,4,3,243,At Risk,1
CUST05598,Customer 5598,customer5598@email.com,9892386462,60,Female,2026-01-04,2025-10-26,48,5599.39,Electronics,Organic,Chennai,2.4,64,134,116.65395833333334,2,4,3,243,At Risk,1
CUST05599,Customer 5599,customer5599@email.com,9810889014,32,Male,2025-07-14,2025-09-27,29,2998.78,Sports,Paid Ads,Delhi,4.6,238,163,103.40620689655174,1,3,2,132,At Risk,1
CUST05600,Customer 5600,customer5600@email.com,9882675403,29,Female,2024-04-30,2025-11-20,10,6246.81,Electronics,Social Media,Pune,3.2,678,109,624.681,2,1,3,213,Lost,1
CUST05601,Customer 5601,customer5601@email.com,9815672460,57,Female,2024-07-19,2026-01-21,18,4160.48,Home,Social Media,Pune,3.5,598,47,231.13777777777776,3,2,2,322,Potential Loyalists,0
CUST05602,Customer 5602,customer5602@email.com,9874732147,37,Male,2024-03-11,2026-02-11,35,1539.62,Home,Paid Ads,Bangalore,3.8,728,26,43.98914285714285,4,3,1,431,Champions,0
CUST05603,Customer 5603,customer5603@email.com,9859821155,47,Female,2025-04-23,2025-12-21,44,6927.01,Home,Organic,Delhi,3.1,320,78,157.43204545454546,3,4,3,343,Champions,0
CUST05604,Customer 5604,customer5604@email.com,9893304578,55,Male,2025-04-22,2025-10-26,16,1382.86,Electronics,Paid Ads,Delhi,4.1,321,134,86.42875,2,2,1,221,Lost,1
CUST05605,Customer 5605,customer5605@email.com,9852334540,20,Male,2024-08-19,2025-10-02,49,1987.62,Electronics,Social Media,Bangalore,4.1,567,158,40.56367346938775,1,4,1,141,At Risk,1
CUST05606,Customer 5606,customer5606@email.com,9876080806,45,Male,2025-01-11,2025-11-30,7,8195.22,Sports,Paid Ads,Pune,2.4,422,99,1170.7457142857143,2,1,4,214,Lost,1
CUST05607,Customer 5607,customer5607@email.com,9887110685,43,Male,2024-06-17,2025-10-01,30,6635.16,Sports,Referral,Mumbai,1.3,630,159,221.172,1,3,3,133,At Risk,1
CUST05608,Customer 5608,customer5608@email.com,9846874043,47,Female,2024-09-23,2026-01-31,19,6346.81,Sports,Paid Ads,Bangalore,4.9,532,37,334.0426315789474,4,2,3,423,Potential Loyalists,0
CUST05609,Customer 5609,customer5609@email.com,9875874779,30,Male,2024-09-14,2025-09-13,23,4240.21,Fashion,Email,Mumbai,3.6,541,177,184.35695652173914,1,2,2,122,Lost,1
CUST05610,Customer 5610,customer5610@email.com,9834544645,30,Female,2025-06-25,2025-11-20,8,4023.18,Electronics,Paid Ads,Chennai,3.8,257,109,502.8975,2,1,2,212,Lost,1
CUST05611,Customer 5611,customer5611@email.com,9878603195,19,Female,2024-11-05,2025-09-26,17,6933.6,Home,Social Media,Mumbai,4.0,489,164,407.8588235294118,1,2,3,123,Lost,1
CUST05612,Customer 5612,customer5612@email.com,9847616749,54,Female,2024-11-13,2025-12-24,21,7426.05,Home,Social Media,Delhi,3.5,481,75,353.62142857142857,3,2,3,323,Potential Loyalists,0
CUST05613,Customer 5613,customer5613@email.com,9863402482,66,Male,2024-04-20,2025-11-23,26,5151.11,Fashion,Social Media,Delhi,2.9,688,106,198.11961538461537,2,3,3,233,At Risk,1
